theta,error
51.38148339816395,1.7740217455688412
50.77966134158877,1.765795513016609
48.66753515456562,1.808966556642075
51.0796755282296,1.7688625882996338
50.182263042327975,1.7660932453423999
52.304377566811155,1.8021525933181222
48.66753515456562,1.808966556642075
49.88342252502825,1.7696014962698081
49.583437543389934,1.7754886865791322
51.0796755282296,1.7688625882996338
48.35341600757557,1.826078123431002
47.36595017807515,1.8993131804675258
52.304377566811155,1.8021525933181222
49.88342252502825,1.7696014962698081
50.77966134158877,1.765795513016609
49.583437543389934,1.7754886865791322
50.182263042327975,1.7660932453423999
50.77966134158877,1.765795513016609
47.01590728341985,1.9323533643168955
47.704241873957194,1.870885101665434
50.480759896089914,1.764852823626645
50.182263042327975,1.7660932453423999
46.270425811315754,2.0145063442028093
50.480759896089914,1.764852823626645
42.02759484375547,2.6474579567403183
49.583437543389934,1.7754886865791322
51.38148339816395,1.7740217455688412
48.35341600757557,1.826078123431002
49.88342252502825,1.7696014962698081
52.62015393367679,1.8159363138868878
51.993153957790234,1.7906265394648249
47.36595017807515,1.8993131804675258
50.182263042327975,1.7660932453423999
48.66753515456562,1.808966556642075
53.94605532178149,1.8968200783861844
48.66753515456562,1.808966556642075
49.583437543389934,1.7754886865791322
50.182263042327975,1.7660932453423999
48.66753515456562,1.808966556642075
49.281441826293765,1.783893663903705
48.032818333312285,1.846605416749372
50.77966134158877,1.765795513016609
51.993153957790234,1.7906265394648249
49.281441826293765,1.783893663903705
48.032818333312285,1.846605416749372
49.88342252502825,1.7696014962698081
54.29857503986582,1.9246761850030674
50.182263042327975,1.7660932453423999
53.60316839742264,1.8723093487306983
49.583437543389934,1.7754886865791322
47.704241873957194,1.870885101665434
50.480759896089914,1.764852823626645
51.38148339816395,1.7740217455688412
53.60316839742264,1.8723093487306983
50.480759896089914,1.764852823626645
40.430760766682404,2.875207680838452
43.373160194050506,2.438706748099071
51.68575275202871,1.7812682302700198
49.88342252502825,1.7696014962698081
54.66223136947694,1.95626286151971
51.0796755282296,1.7688625882996338
53.2686171183143,1.8508249161965917
47.36595017807515,1.8993131804675258
49.583437543389934,1.7754886865791322
50.480759896089914,1.764852823626645
48.66753515456562,1.808966556642075
51.0796755282296,1.7688625882996338
50.480759896089914,1.764852823626645
42.02759484375547,2.6474579567403183
50.480759896089914,1.764852823626645
51.0796755282296,1.7688625882996338
49.88342252502825,1.7696014962698081
47.01590728341985,1.9323533643168955
48.66753515456562,1.808966556642075
50.182263042327975,1.7660932453423999
50.480759896089914,1.764852823626645
50.480759896089914,1.764852823626645
51.38148339816395,1.7740217455688412
50.480759896089914,1.764852823626645
51.0796755282296,1.7688625882996338
49.281441826293765,1.783893663903705
52.304377566811155,1.8021525933181222
50.77966134158877,1.765795513016609
51.0796755282296,1.7688625882996338
46.270425811315754,2.0145063442028093
49.88342252502825,1.7696014962698081
50.77966134158877,1.765795513016609
50.182263042327975,1.7660932453423999
49.281441826293765,1.783893663903705
52.941274839636066,1.832104617132642
48.032818333312285,1.846605416749372
52.62015393367679,1.8159363138868878
51.68575275202871,1.7812682302700198
53.94605532178149,1.8968200783861844
52.304377566811155,1.8021525933181222
57.20228386945054,2.258392055256763
48.032818333312285,1.846605416749372
55.43027246551133,2.0325787932265036
51.0796755282296,1.7688625882996338
47.01590728341985,1.9323533643168955
40.430760766682404,2.875207680838452
47.704241873957194,1.870885101665434
53.94605532178149,1.8968200783861844
48.032818333312285,1.846605416749372
51.993153957790234,1.7906265394648249
49.281441826293765,1.783893663903705
56.26830301783266,2.1307768250687262
52.62015393367679,1.8159363138868878
48.35341600757557,1.826078123431002
49.88342252502825,1.7696014962698081
51.0796755282296,1.7688625882996338
44.985537269944736,2.1882370733460164
51.0796755282296,1.7688625882996338
50.480759896089914,1.764852823626645
53.2686171183143,1.8508249161965917
51.68575275202871,1.7812682302700198
52.304377566811155,1.8021525933181222
48.35341600757557,1.826078123431002
52.62015393367679,1.8159363138868878
51.0796755282296,1.7688625882996338
49.583437543389934,1.7754886865791322
49.88342252502825,1.7696014962698081
50.480759896089914,1.764852823626645
49.583437543389934,1.7754886865791322
50.77966134158877,1.765795513016609
48.35341600757557,1.826078123431002
47.704241873957194,1.870885101665434
48.35341600757557,1.826078123431002
51.0796755282296,1.7688625882996338
52.304377566811155,1.8021525933181222
48.97648904520102,1.7949854078316632
48.97648904520102,1.7949854078316632
48.032818333312285,1.846605416749372
48.35341600757557,1.826078123431002
49.88342252502825,1.7696014962698081
51.0796755282296,1.7688625882996338
49.281441826293765,1.783893663903705
47.36595017807515,1.8993131804675258
50.480759896089914,1.764852823626645
48.97648904520102,1.7949854078316632
48.66753515456562,1.808966556642075
50.182263042327975,1.7660932453423999
50.77966134158877,1.765795513016609
48.66753515456562,1.808966556642075
50.182263042327975,1.7660932453423999
46.6516974664317,1.9705447162442458
49.583437543389934,1.7754886865791322
51.993153957790234,1.7906265394648249
49.583437543389934,1.7754886865791322
47.36595017807515,1.8993131804675258
50.182263042327975,1.7660932453423999
47.704241873957194,1.870885101665434
52.304377566811155,1.8021525933181222
49.281441826293765,1.783893663903705
49.583437543389934,1.7754886865791322
50.182263042327975,1.7660932453423999
48.35341600757557,1.826078123431002
50.480759896089914,1.764852823626645
48.032818333312285,1.846605416749372
54.29857503986582,1.9246761850030674
46.6516974664317,1.9705447162442458
49.88342252502825,1.7696014962698081
49.88342252502825,1.7696014962698081
50.77966134158877,1.765795513016609
48.35341600757557,1.826078123431002
51.38148339816395,1.7740217455688412
51.993153957790234,1.7906265394648249
48.97648904520102,1.7949854078316632
51.38148339816395,1.7740217455688412
51.68575275202871,1.7812682302700198
48.66753515456562,1.808966556642075
50.480759896089914,1.764852823626645
50.182263042327975,1.7660932453423999
49.88342252502825,1.7696014962698081
52.304377566811155,1.8021525933181222
48.66753515456562,1.808966556642075
52.62015393367679,1.8159363138868878
52.304377566811155,1.8021525933181222
51.38148339816395,1.7740217455688412
50.182263042327975,1.7660932453423999
49.281441826293765,1.783893663903705
49.583437543389934,1.7754886865791322
49.281441826293765,1.783893663903705
50.77966134158877,1.765795513016609
48.97648904520102,1.7949854078316632
38.59267921933625,3.1183397906083954
48.66753515456562,1.808966556642075
49.583437543389934,1.7754886865791322
46.270425811315754,2.0145063442028093
47.01590728341985,1.9323533643168955
44.985537269944736,2.1882370733460164
48.35341600757557,1.826078123431002
52.62015393367679,1.8159363138868878
49.88342252502825,1.7696014962698081
51.68575275202871,1.7812682302700198
50.77966134158877,1.765795513016609
50.480759896089914,1.764852823626645
49.88342252502825,1.7696014962698081
52.941274839636066,1.832104617132642
51.0796755282296,1.7688625882996338
49.583437543389934,1.7754886865791322
49.88342252502825,1.7696014962698081
49.281441826293765,1.783893663903705
50.77966134158877,1.765795513016609
49.88342252502825,1.7696014962698081
48.66753515456562,1.808966556642075
49.281441826293765,1.783893663903705
51.0796755282296,1.7688625882996338
48.97648904520102,1.7949854078316632
48.97648904520102,1.7949854078316632
48.97648904520102,1.7949854078316632
53.2686171183143,1.8508249161965917
47.01590728341985,1.9323533643168955
53.2686171183143,1.8508249161965917
49.583437543389934,1.7754886865791322
47.36595017807515,1.8993131804675258
47.704241873957194,1.870885101665434
49.583437543389934,1.7754886865791322
50.182263042327975,1.7660932453423999
50.480759896089914,1.764852823626645
51.0796755282296,1.7688625882996338
48.032818333312285,1.846605416749372
48.66753515456562,1.808966556642075
48.66753515456562,1.808966556642075
48.35341600757557,1.826078123431002
50.182263042327975,1.7660932453423999
51.0796755282296,1.7688625882996338
50.77966134158877,1.765795513016609
46.270425811315754,2.0145063442028093
48.66753515456562,1.808966556642075
52.304377566811155,1.8021525933181222
48.97648904520102,1.7949854078316632
52.304377566811155,1.8021525933181222
48.032818333312285,1.846605416749372
50.182263042327975,1.7660932453423999
50.182263042327975,1.7660932453423999
52.62015393367679,1.8159363138868878
48.35341600757557,1.826078123431002
50.480759896089914,1.764852823626645
51.0796755282296,1.7688625882996338
49.281441826293765,1.783893663903705
51.0796755282296,1.7688625882996338
50.77966134158877,1.765795513016609
49.281441826293765,1.783893663903705
50.480759896089914,1.764852823626645
49.281441826293765,1.783893663903705
50.77966134158877,1.765795513016609
51.38148339816395,1.7740217455688412
48.35341600757557,1.826078123431002
51.993153957790234,1.7906265394648249
49.583437543389934,1.7754886865791322
48.97648904520102,1.7949854078316632
48.66753515456562,1.808966556642075
47.704241873957194,1.870885101665434
50.182263042327975,1.7660932453423999
51.0796755282296,1.7688625882996338
50.77966134158877,1.765795513016609
49.88342252502825,1.7696014962698081
51.38148339816395,1.7740217455688412
51.68575275202871,1.7812682302700198
47.704241873957194,1.870885101665434
49.281441826293765,1.783893663903705
48.032818333312285,1.846605416749372
50.182263042327975,1.7660932453423999
51.68575275202871,1.7812682302700198
49.281441826293765,1.783893663903705
48.35341600757557,1.826078123431002
48.35341600757557,1.826078123431002
51.68575275202871,1.7812682302700198
48.97648904520102,1.7949854078316632
49.88342252502825,1.7696014962698081
48.97648904520102,1.7949854078316632
49.281441826293765,1.783893663903705
47.704241873957194,1.870885101665434
47.704241873957194,1.870885101665434
50.182263042327975,1.7660932453423999
49.281441826293765,1.783893663903705
52.62015393367679,1.8159363138868878
47.704241873957194,1.870885101665434
51.0796755282296,1.7688625882996338
48.66753515456562,1.808966556642075
49.583437543389934,1.7754886865791322
48.97648904520102,1.7949854078316632
48.35341600757557,1.826078123431002
50.182263042327975,1.7660932453423999
51.68575275202871,1.7812682302700198
50.480759896089914,1.764852823626645
50.77966134158877,1.765795513016609
49.583437543389934,1.7754886865791322
47.36595017807515,1.8993131804675258
51.38148339816395,1.7740217455688412
51.68575275202871,1.7812682302700198
51.38148339816395,1.7740217455688412
55.43027246551133,2.0325787932265036
50.182263042327975,1.7660932453423999
51.993153957790234,1.7906265394648249
53.60316839742264,1.8723093487306983
49.583437543389934,1.7754886865791322
52.941274839636066,1.832104617132642
51.68575275202871,1.7812682302700198
48.66753515456562,1.808966556642075
50.182263042327975,1.7660932453423999
51.38148339816395,1.7740217455688412
51.38148339816395,1.7740217455688412
53.2686171183143,1.8508249161965917
50.480759896089914,1.764852823626645
48.66753515456562,1.808966556642075
49.88342252502825,1.7696014962698081
50.77966134158877,1.765795513016609
48.66753515456562,1.808966556642075
52.941274839636066,1.832104617132642
52.62015393367679,1.8159363138868878
48.35341600757557,1.826078123431002
48.97648904520102,1.7949854078316632
50.182263042327975,1.7660932453423999
48.66753515456562,1.808966556642075
48.35341600757557,1.826078123431002
49.88342252502825,1.7696014962698081
51.0796755282296,1.7688625882996338
48.032818333312285,1.846605416749372
50.480759896089914,1.764852823626645
52.62015393367679,1.8159363138868878
53.60316839742264,1.8723093487306983
49.88342252502825,1.7696014962698081
48.97648904520102,1.7949854078316632
50.480759896089914,1.764852823626645
53.60316839742264,1.8723093487306983
49.281441826293765,1.783893663903705
51.68575275202871,1.7812682302700198
49.88342252502825,1.7696014962698081
47.704241873957194,1.870885101665434
48.97648904520102,1.7949854078316632
51.993153957790234,1.7906265394648249
51.68575275202871,1.7812682302700198
51.993153957790234,1.7906265394648249
46.6516974664317,1.9705447162442458
49.281441826293765,1.783893663903705
48.97648904520102,1.7949854078316632
50.480759896089914,1.764852823626645
50.480759896089914,1.764852823626645
46.6516974664317,1.9705447162442458
50.182263042327975,1.7660932453423999
49.281441826293765,1.783893663903705
49.583437543389934,1.7754886865791322
52.304377566811155,1.8021525933181222
49.88342252502825,1.7696014962698081
53.94605532178149,1.8968200783861844
49.583437543389934,1.7754886865791322
47.36595017807515,1.8993131804675258
48.97648904520102,1.7949854078316632
47.704241873957194,1.870885101665434
48.97648904520102,1.7949854078316632
49.281441826293765,1.783893663903705
50.182263042327975,1.7660932453423999
50.480759896089914,1.764852823626645
50.182263042327975,1.7660932453423999
48.35341600757557,1.826078123431002
49.583437543389934,1.7754886865791322
48.97648904520102,1.7949854078316632
48.97648904520102,1.7949854078316632
51.993153957790234,1.7906265394648249
47.704241873957194,1.870885101665434
51.0796755282296,1.7688625882996338
51.68575275202871,1.7812682302700198
51.0796755282296,1.7688625882996338
49.583437543389934,1.7754886865791322
50.480759896089914,1.764852823626645
48.97648904520102,1.7949854078316632
52.304377566811155,1.8021525933181222
51.68575275202871,1.7812682302700198
52.62015393367679,1.8159363138868878
49.583437543389934,1.7754886865791322
49.88342252502825,1.7696014962698081
48.66753515456562,1.808966556642075
48.35341600757557,1.826078123431002
48.35341600757557,1.826078123431002
53.94605532178149,1.8968200783861844
53.60316839742264,1.8723093487306983
50.182263042327975,1.7660932453423999
52.941274839636066,1.832104617132642
49.583437543389934,1.7754886865791322
51.68575275202871,1.7812682302700198
48.35341600757557,1.826078123431002
49.583437543389934,1.7754886865791322
50.182263042327975,1.7660932453423999
44.493218575423825,2.2625801473578533
50.480759896089914,1.764852823626645
51.68575275202871,1.7812682302700198
48.35341600757557,1.826078123431002
53.94605532178149,1.8968200783861844
55.83914672096852,2.0785462891944615
32.36296557665217,4.1348890109020235
47.01590728341985,1.9323533643168955
51.993153957790234,1.7906265394648249
53.94605532178149,1.8968200783861844
53.2686171183143,1.8508249161965917
54.66223136947694,1.95626286151971
48.97648904520102,1.7949854078316632
53.60316839742264,1.8723093487306983
55.83914672096852,2.0785462891944615
53.60316839742264,1.8723093487306983
53.60316839742264,1.8723093487306983
55.43027246551133,2.0325787932265036
48.35341600757557,1.826078123431002
54.29857503986582,1.9246761850030674
51.38148339816395,1.7740217455688412
50.182263042327975,1.7660932453423999
53.60316839742264,1.8723093487306983
50.480759896089914,1.764852823626645
49.88342252502825,1.7696014962698081
50.480759896089914,1.764852823626645
47.704241873957194,1.870885101665434
51.0796755282296,1.7688625882996338
48.66753515456562,1.808966556642075
46.6516974664317,1.9705447162442458
50.77966134158877,1.765795513016609
51.0796755282296,1.7688625882996338
51.68575275202871,1.7812682302700198
51.68575275202871,1.7812682302700198
53.2686171183143,1.8508249161965917
49.583437543389934,1.7754886865791322
49.583437543389934,1.7754886865791322
51.0796755282296,1.7688625882996338
48.97648904520102,1.7949854078316632
50.480759896089914,1.764852823626645
50.77966134158877,1.765795513016609
47.704241873957194,1.870885101665434
51.0796755282296,1.7688625882996338
48.35341600757557,1.826078123431002
49.88342252502825,1.7696014962698081
47.36595017807515,1.8993131804675258
50.480759896089914,1.764852823626645
51.993153957790234,1.7906265394648249
48.35341600757557,1.826078123431002
53.2686171183143,1.8508249161965917
56.26830301783266,2.1307768250687262
50.77966134158877,1.765795513016609
51.0796755282296,1.7688625882996338
49.88342252502825,1.7696014962698081
52.62015393367679,1.8159363138868878
52.304377566811155,1.8021525933181222
51.0796755282296,1.7688625882996338
51.38148339816395,1.7740217455688412
49.281441826293765,1.783893663903705
48.66753515456562,1.808966556642075
48.032818333312285,1.846605416749372
49.281441826293765,1.783893663903705
48.66753515456562,1.808966556642075
48.35341600757557,1.826078123431002
52.304377566811155,1.8021525933181222
53.60316839742264,1.8723093487306983
49.88342252502825,1.7696014962698081
48.66753515456562,1.808966556642075
51.993153957790234,1.7906265394648249
56.72124805656266,2.190297215061348
49.583437543389934,1.7754886865791322
48.35341600757557,1.826078123431002
48.35341600757557,1.826078123431002
49.583437543389934,1.7754886865791322
47.704241873957194,1.870885101665434
49.583437543389934,1.7754886865791322
48.97648904520102,1.7949854078316632
49.88342252502825,1.7696014962698081
51.68575275202871,1.7812682302700198
48.35341600757557,1.826078123431002
48.66753515456562,1.808966556642075
47.01590728341985,1.9323533643168955
51.38148339816395,1.7740217455688412
51.993153957790234,1.7906265394648249
48.97648904520102,1.7949854078316632
48.66753515456562,1.808966556642075
47.01590728341985,1.9323533643168955
50.182263042327975,1.7660932453423999
49.88342252502825,1.7696014962698081
49.583437543389934,1.7754886865791322
51.38148339816395,1.7740217455688412
51.0796755282296,1.7688625882996338
52.304377566811155,1.8021525933181222
48.66753515456562,1.808966556642075
45.86859954953467,2.0649349419731298
50.182263042327975,1.7660932453423999
47.704241873957194,1.870885101665434
52.304377566811155,1.8021525933181222
50.480759896089914,1.764852823626645
48.66753515456562,1.808966556642075
51.38148339816395,1.7740217455688412
50.77966134158877,1.765795513016609
50.480759896089914,1.764852823626645
48.35341600757557,1.826078123431002
51.0796755282296,1.7688625882996338
49.583437543389934,1.7754886865791322
51.68575275202871,1.7812682302700198
48.97648904520102,1.7949854078316632
51.0796755282296,1.7688625882996338
48.032818333312285,1.846605416749372
48.66753515456562,1.808966556642075
50.480759896089914,1.764852823626645
49.281441826293765,1.783893663903705
50.480759896089914,1.764852823626645
51.993153957790234,1.7906265394648249
50.480759896089914,1.764852823626645
51.68575275202871,1.7812682302700198
48.032818333312285,1.846605416749372
51.993153957790234,1.7906265394648249
52.62015393367679,1.8159363138868878
50.182263042327975,1.7660932453423999
49.88342252502825,1.7696014962698081
51.993153957790234,1.7906265394648249
47.36595017807515,1.8993131804675258
48.97648904520102,1.7949854078316632
51.0796755282296,1.7688625882996338
53.60316839742264,1.8723093487306983
49.583437543389934,1.7754886865791322
50.182263042327975,1.7660932453423999
48.032818333312285,1.846605416749372
52.304377566811155,1.8021525933181222
43.9581909342369,2.346076185520464
52.62015393367679,1.8159363138868878
50.480759896089914,1.764852823626645
51.993153957790234,1.7906265394648249
51.68575275202871,1.7812682302700198
49.583437543389934,1.7754886865791322
54.66223136947694,1.95626286151971
47.704241873957194,1.870885101665434
51.993153957790234,1.7906265394648249
51.0796755282296,1.7688625882996338
48.97648904520102,1.7949854078316632
52.941274839636066,1.832104617132642
51.38148339816395,1.7740217455688412
51.0796755282296,1.7688625882996338
53.94605532178149,1.8968200783861844
51.38148339816395,1.7740217455688412
48.66753515456562,1.808966556642075
49.88342252502825,1.7696014962698081
50.77966134158877,1.765795513016609
51.993153957790234,1.7906265394648249
55.03877799821805,1.9920438988989284
52.941274839636066,1.832104617132642
52.941274839636066,1.832104617132642
51.68575275202871,1.7812682302700198
49.583437543389934,1.7754886865791322
48.97648904520102,1.7949854078316632
52.941274839636066,1.832104617132642
47.36595017807515,1.8993131804675258
50.182263042327975,1.7660932453423999
52.62015393367679,1.8159363138868878
52.62015393367679,1.8159363138868878
52.304377566811155,1.8021525933181222
48.97648904520102,1.7949854078316632
52.62015393367679,1.8159363138868878
47.36595017807515,1.8993131804675258
47.704241873957194,1.870885101665434
51.993153957790234,1.7906265394648249
49.281441826293765,1.783893663903705
50.182263042327975,1.7660932453423999
48.97648904520102,1.7949854078316632
51.38148339816395,1.7740217455688412
50.480759896089914,1.764852823626645
48.032818333312285,1.846605416749372
52.62015393367679,1.8159363138868878
49.583437543389934,1.7754886865791322
48.35341600757557,1.826078123431002
50.182263042327975,1.7660932453423999
48.032818333312285,1.846605416749372
51.68575275202871,1.7812682302700198
51.0796755282296,1.7688625882996338
52.62015393367679,1.8159363138868878
52.62015393367679,1.8159363138868878
51.68575275202871,1.7812682302700198
51.0796755282296,1.7688625882996338
48.97648904520102,1.7949854078316632
52.304377566811155,1.8021525933181222
54.66223136947694,1.95626286151971
49.583437543389934,1.7754886865791322
52.941274839636066,1.832104617132642
53.2686171183143,1.8508249161965917
50.77966134158877,1.765795513016609
46.270425811315754,2.0145063442028093
50.77966134158877,1.765795513016609
51.993153957790234,1.7906265394648249
48.032818333312285,1.846605416749372
49.88342252502825,1.7696014962698081
51.38148339816395,1.7740217455688412
52.304377566811155,1.8021525933181222
51.38148339816395,1.7740217455688412
46.270425811315754,2.0145063442028093
51.68575275202871,1.7812682302700198
48.032818333312285,1.846605416749372
53.2686171183143,1.8508249161965917
52.62015393367679,1.8159363138868878
48.97648904520102,1.7949854078316632
51.68575275202871,1.7812682302700198
46.270425811315754,2.0145063442028093
49.88342252502825,1.7696014962698081
53.94605532178149,1.8968200783861844
48.35341600757557,1.826078123431002
49.88342252502825,1.7696014962698081
51.68575275202871,1.7812682302700198
48.66753515456562,1.808966556642075
53.60316839742264,1.8723093487306983
47.36595017807515,1.8993131804675258
49.583437543389934,1.7754886865791322
49.583437543389934,1.7754886865791322
49.88342252502825,1.7696014962698081
54.66223136947694,1.95626286151971
55.43027246551133,2.0325787932265036
49.583437543389934,1.7754886865791322
48.032818333312285,1.846605416749372
48.032818333312285,1.846605416749372
51.38148339816395,1.7740217455688412
52.304377566811155,1.8021525933181222
55.83914672096852,2.0785462891944615
51.68575275202871,1.7812682302700198
48.66753515456562,1.808966556642075
51.38148339816395,1.7740217455688412
38.59267921933625,3.1183397906083954
50.77966134158877,1.765795513016609
51.38148339816395,1.7740217455688412
51.68575275202871,1.7812682302700198
50.182263042327975,1.7660932453423999
56.72124805656266,2.190297215061348
50.480759896089914,1.764852823626645
47.36595017807515,1.8993131804675258
46.6516974664317,1.9705447162442458
46.270425811315754,2.0145063442028093
50.77966134158877,1.765795513016609
51.38148339816395,1.7740217455688412
49.281441826293765,1.783893663903705
50.182263042327975,1.7660932453423999
50.480759896089914,1.764852823626645
50.182263042327975,1.7660932453423999
48.97648904520102,1.7949854078316632
48.35341600757557,1.826078123431002
54.66223136947694,1.95626286151971
49.583437543389934,1.7754886865791322
50.182263042327975,1.7660932453423999
50.182263042327975,1.7660932453423999
50.182263042327975,1.7660932453423999
52.62015393367679,1.8159363138868878
51.993153957790234,1.7906265394648249
49.583437543389934,1.7754886865791322
54.29857503986582,1.9246761850030674
48.032818333312285,1.846605416749372
49.88342252502825,1.7696014962698081
50.182263042327975,1.7660932453423999
50.77966134158877,1.765795513016609
50.480759896089914,1.764852823626645
50.77966134158877,1.765795513016609
48.032818333312285,1.846605416749372
48.032818333312285,1.846605416749372
52.941274839636066,1.832104617132642
51.993153957790234,1.7906265394648249
50.480759896089914,1.764852823626645
51.68575275202871,1.7812682302700198
51.68575275202871,1.7812682302700198
48.97648904520102,1.7949854078316632
50.182263042327975,1.7660932453423999
49.281441826293765,1.783893663903705
47.01590728341985,1.9323533643168955
45.441996063943904,2.122587599557859
52.62015393367679,1.8159363138868878
48.66753515456562,1.808966556642075
51.68575275202871,1.7812682302700198
50.182263042327975,1.7660932453423999
53.60316839742264,1.8723093487306983
49.88342252502825,1.7696014962698081
49.583437543389934,1.7754886865791322
52.62015393367679,1.8159363138868878
50.77966134158877,1.765795513016609
48.97648904520102,1.7949854078316632
52.304377566811155,1.8021525933181222
49.281441826293765,1.783893663903705
50.182263042327975,1.7660932453423999
50.77966134158877,1.765795513016609
49.88342252502825,1.7696014962698081
50.182263042327975,1.7660932453423999
52.304377566811155,1.8021525933181222
48.032818333312285,1.846605416749372
48.032818333312285,1.846605416749372
45.86859954953467,2.0649349419731298
47.01590728341985,1.9323533643168955
47.01590728341985,1.9323533643168955
52.304377566811155,1.8021525933181222
48.66753515456562,1.808966556642075
51.38148339816395,1.7740217455688412
48.66753515456562,1.808966556642075
52.62015393367679,1.8159363138868878
48.35341600757557,1.826078123431002
50.77966134158877,1.765795513016609
50.77966134158877,1.765795513016609
48.35341600757557,1.826078123431002
47.01590728341985,1.9323533643168955
48.032818333312285,1.846605416749372
54.66223136947694,1.95626286151971
47.704241873957194,1.870885101665434
48.97648904520102,1.7949854078316632
51.68575275202871,1.7812682302700198
48.97648904520102,1.7949854078316632
48.35341600757557,1.826078123431002
47.704241873957194,1.870885101665434
49.281441826293765,1.783893663903705
50.77966134158877,1.765795513016609
47.36595017807515,1.8993131804675258
48.97648904520102,1.7949854078316632
48.97648904520102,1.7949854078316632
52.304377566811155,1.8021525933181222
50.480759896089914,1.764852823626645
51.38148339816395,1.7740217455688412
43.9581909342369,2.346076185520464
48.97648904520102,1.7949854078316632
52.304377566811155,1.8021525933181222
48.032818333312285,1.846605416749372
50.77966134158877,1.765795513016609
50.480759896089914,1.764852823626645
51.0796755282296,1.7688625882996338
51.0796755282296,1.7688625882996338
54.29857503986582,1.9246761850030674
51.68575275202871,1.7812682302700198
49.88342252502825,1.7696014962698081
47.36595017807515,1.8993131804675258
51.0796755282296,1.7688625882996338
52.941274839636066,1.832104617132642
51.38148339816395,1.7740217455688412
53.60316839742264,1.8723093487306983
50.77966134158877,1.765795513016609
51.993153957790234,1.7906265394648249
47.704241873957194,1.870885101665434
47.704241873957194,1.870885101665434
50.77966134158877,1.765795513016609
47.36595017807515,1.8993131804675258
48.35341600757557,1.826078123431002
47.01590728341985,1.9323533643168955
48.032818333312285,1.846605416749372
49.88342252502825,1.7696014962698081
49.88342252502825,1.7696014962698081
49.88342252502825,1.7696014962698081
49.88342252502825,1.7696014962698081
47.36595017807515,1.8993131804675258
52.62015393367679,1.8159363138868878
55.03877799821805,1.9920438988989284
50.182263042327975,1.7660932453423999
49.583437543389934,1.7754886865791322
48.032818333312285,1.846605416749372
52.62015393367679,1.8159363138868878
45.441996063943904,2.122587599557859
49.281441826293765,1.783893663903705
48.032818333312285,1.846605416749372
52.941274839636066,1.832104617132642
48.97648904520102,1.7949854078316632
48.97648904520102,1.7949854078316632
50.480759896089914,1.764852823626645
49.583437543389934,1.7754886865791322
52.304377566811155,1.8021525933181222
53.60316839742264,1.8723093487306983
44.985537269944736,2.1882370733460164
49.583437543389934,1.7754886865791322
48.032818333312285,1.846605416749372
52.62015393367679,1.8159363138868878
50.182263042327975,1.7660932453423999
49.281441826293765,1.783893663903705
52.62015393367679,1.8159363138868878
51.0796755282296,1.7688625882996338
51.0796755282296,1.7688625882996338
49.583437543389934,1.7754886865791322
48.032818333312285,1.846605416749372
50.77966134158877,1.765795513016609
48.35341600757557,1.826078123431002
